entity_id	business_name	business_address	country
S2-00001	Sharma Book Depot LLC	266 Main St, Surat 49755	India
S2-00002	Blue Ridge Logistics Corporation	634 Main St, Riverside 79804	US
S2-00003	Blue Ridge Logistics & Co	634 Main St, Riverside 79804	US
S2-00004	Kumar Electronics Pvt Ltd	574 Park Lane, Pune 51444	India
S2-00005	Shree Ganesh Motors LLC	825 Main St, Pune	India
S2-00006	Kumar Electronics & Co	590 MG Road, Nagpur 34823	India
S2-00007	Blue Ridge Logistics Pvt Ltd	837 Main St, Springfield	US
S2-00008	Cascade Software Inc Corp	760 Park Lane, Springfield 15989	US
S2-00009	Evergreen Landscaping & Co	295 Church Rd, Indore 93066	India
S2-00010	Northstar Freight Corp	897 Station Rd, Surat	India
S2-00011	Shree Ganesh Motors	162 Station Rd, Surat 73866	India
S2-00012	Golden Gate Consulting	829 Main St, Surat 92980	India
S2-00013	Liberty Hardware Corp	15 5th Ave, Springfield 98573	US
S2-00014	Sharma Book Depot Inc	211 Main St, Riverside 58089	US
S2-00015	Blue Ridge Logistics	346 MG Road, Indore 54335	India
S2-00016	Shree Ganesh Motors	344 MG Road, Fairview 92148	US
S2-00017	Pioneer Auto Parts Pvt Ltd	86 Park Lane, Riverside 44198	US
S2-00018	Om Sai Traders	842 Main St, Springfield 69193	US
S2-00019	Shree Ganesh Motors Corp	657 5th Ave, Pune 38297	India
S2-00020	Rajesh General Store LLC	508 Church Rd, Indore 75358	India
S2-00021	Sharma Book Depot Inc	134 5th Ave, Springfield 68797	US
S2-00022	Liberty Hardware LLC	735 Church Rd, Pune 29840	India
S2-00023	Liberty Hardware Pvt Ltd	467 5th Ave, Indore 19874	India
S2-00024	Pioneer Auto Parts & Co	959 Main St, Pune 23003	India
S2-00025	Sunrize Bakery & Co	11 5th Ave, Nagpur 19242	India
S2-00026	Northstar Freight Inc	8 Station Rd, Riverside 13230	US
S2-00027	Northstar Freight Corp	8 Station Rd, Riverside 13230	US
S2-00028	Golden Gate Consulting Pvt Ltd	608 5th Ave, Pune	India
S2-00029	Golden Gate Consulting Corp	949 Station Rd, Nagpur 49063	India
S2-00030	Rajesh General Store Pvt Ltd	457 Station Rd, Georgetown 65273	US
S2-00031	Rajesh General Store LLC	770 Station Rd, Surat	India
S2-00032	Golden Gate Consulting	105 Park Lane, Indore 98152	India
S2-00033	Golden Gate Consulting Inc	105 Park Lane, Indore 98152	India
S2-00034	Northstar Freight Pvt Ltd	489 5th Ave, Surat 51712	India
S2-00035	Golden Gate Consulting Inc	909 Main St, Nagpur	India
S2-00036	Rajesh General Store Corp	35 Park Lane, Fairview 34478	US
S2-00037	Rajesh General Store & Co	890 Station Rd, Riverside 56277	US
S2-00038	Golden Gate Consulting	167 Main St, Riverside	US
S2-00039	Evergreen Landscaping Inc	407 Church Rd, Fairview 54499	US
S2-00040	Patel Textiles Inc	262 MG Road, Pune 34920	India
S2-00041	Rajesh General Store Corp	238 MG Road, Pune	India
S2-00042	Anand Pharmacy	292 5th Ave, Springfield 77539	US
S2-00043	Liberty Hardware & Co	995 Main St, Indore 81648	India
